pidlink,rural_no_migration,urban_no_migration,urban_to_rural_migration,rural_to_urban_migration,rural_to_rural_migration,urban_to_urban_migration
184181105.0,0,0,0,0,0,1
184190001.0,1,0,0,0,0,0
184190002.0,1,0,0,0,0,0
184200002.0,1,0,0,0,0,0
184203102.0,1,0,0,0,0,0
184210002.0,1,0,0,0,0,0
184211117.0,0,0,0,0,1,0
184230002.0,1,0,0,0,0,0
184230004.0,1,0,0,0,0,0
184230009.0,1,0,0,0,0,0
184230003.0,0,1,0,0,0,0
184233102.0,0,1,0,0,0,0
184240002.0,0,1,0,0,0,0
184240003.0,0,1,0,0,0,0
184240004.0,0,0,0,0,0,1
184242206.0,0,0,0,0,0,1
184253102.0,1,0,0,0,0,0
184253304.0,0,1,0,0,0,0
184260004.0,1,0,0,0,0,0
184270006.0,0,1,0,0,0,0
184270007.0,0,1,0,0,0,0
184270008.0,0,0,0,0,0,1
184270001.0,1,0,0,0,0,0
184271103.0,1,0,0,0,0,0
184290001.0,1,0,0,0,0,0
184300002.0,1,0,0,0,0,0
184300003.0,1,0,0,0,0,0
184300007.0,1,0,0,0,0,0
185010001.0,0,1,0,0,0,0
185010002.0,0,1,0,0,0,0
185010003.0,0,1,0,0,0,0
185020001.0,0,1,0,0,0,0
185020002.0,0,1,0,0,0,0
185020003.0,0,0,0,0,0,1
185020005.0,0,1,0,0,0,0
185030004.0,0,1,0,0,0,0
185033102.0,0,1,0,0,0,0
185040007.0,0,0,0,0,0,1
185040008.0,0,1,0,0,0,0
185040003.0,0,1,0,0,0,0
185040004.0,0,1,0,0,0,0
185050001.0,0,1,0,0,0,0
185050002.0,0,1,0,0,0,0
185050004.0,0,1,0,0,0,0
185060001.0,0,1,0,0,0,0
185060002.0,0,0,0,0,0,1
185060004.0,0,1,0,0,0,0
185060005.0,0,1,0,0,0,0
185060007.0,0,1,0,0,0,0
185080004.0,0,1,0,0,0,0
185090001.0,0,1,0,0,0,0
185090002.0,0,1,0,0,0,0
185090003.0,0,0,0,0,0,1
185100001.0,0,1,0,0,0,0
185100002.0,0,1,0,0,0,0
185110002.0,0,1,0,0,0,0
185110008.0,0,1,0,0,0,0
185120002.0,0,1,0,0,0,0
185120003.0,0,1,0,0,0,0
185130002.0,0,1,0,0,0,0
185130005.0,0,1,0,0,0,0
185140001.0,0,1,0,0,0,0
185140002.0,0,1,0,0,0,0
185140003.0,0,1,0,0,0,0
185140004.0,0,0,0,0,0,1
185140009.0,0,1,0,0,0,0
185150002.0,0,1,0,0,0,0
185150004.0,0,1,0,0,0,0
185150008.0,0,1,0,0,0,0
185160001.0,0,1,0,0,0,0
185160002.0,0,1,0,0,0,0
185160004.0,0,1,0,0,0,0
185160003.0,1,0,0,0,0,0
185163103.0,1,0,0,0,0,0
185170001.0,0,1,0,0,0,0
185170002.0,0,0,0,0,0,1
185170003.0,0,1,0,0,0,0
185180002.0,0,1,0,0,0,0
185180003.0,0,1,0,0,0,0
185180004.0,0,1,0,0,0,0
185180005.0,0,1,0,0,0,0
185130003.0,0,1,0,0,0,0
185190002.0,0,1,0,0,0,0
185200001.0,0,1,0,0,0,0
185200002.0,0,1,0,0,0,0
185200003.0,0,1,0,0,0,0
186010001.0,1,0,0,0,0,0
186010003.0,1,0,0,0,0,0
186010005.0,1,0,0,0,0,0
186020002.0,1,0,0,0,0,0
186020007.0,1,0,0,0,0,0
186030007.0,1,0,0,0,0,0
186030002.0,1,0,0,0,0,0
186030003.0,0,0,0,0,1,0
186040005.0,1,0,0,0,0,0
186040009.0,0,0,0,0,1,0
186060003.0,1,0,0,0,0,0
186060004.0,1,0,0,0,0,0
186060005.0,0,0,0,0,1,0
186063102.0,1,0,0,0,0,0
186080007.0,1,0,0,0,0,0
186080008.0,1,0,0,0,0,0
186080009.0,1,0,0,0,0,0
186080002.0,0,1,0,0,0,0
186080004.0,0,1,0,0,0,0
186090001.0,1,0,0,0,0,0
186100003.0,1,0,0,0,0,0
186100005.0,1,0,0,0,0,0
186100009.0,1,0,0,0,0,0
186110004.0,1,0,0,0,0,0
186110002.0,1,0,0,0,0,0
186111101.0,1,0,0,0,0,0
186110005.0,1,0,0,0,0,0
186110006.0,1,0,0,0,0,0
186120003.0,1,0,0,0,0,0
186130003.0,1,0,0,0,0,0
186130004.0,1,0,0,0,0,0
186140002.0,1,0,0,0,0,0
186140005.0,0,0,0,0,1,0
186150003.0,1,0,0,0,0,0
186160001.0,1,0,0,0,0,0
186160002.0,1,0,0,0,0,0
186170009.0,1,0,0,0,0,0
186180001.0,1,0,0,0,0,0
186180005.0,1,0,0,0,0,0
186180002.0,0,0,0,0,1,0
186200005.0,1,0,0,0,0,0
186210002.0,0,0,0,0,0,1
186210005.0,0,0,0,0,1,0
186220001.0,1,0,0,0,0,0
186220006.0,1,0,0,0,0,0
186220003.0,0,0,0,0,0,1
186222101.0,0,0,0,0,0,1
186230001.0,1,0,0,0,0,0
186240002.0,1,0,0,0,0,0
186240004.0,1,0,0,0,0,0
186240007.0,1,0,0,0,0,0
186250001.0,1,0,0,0,0,0
186260004.0,1,0,0,0,0,0
186260010.0,1,0,0,0,0,0
186270001.0,1,0,0,0,0,0
186270002.0,1,0,0,0,0,0
186270004.0,1,0,0,0,0,0
186270005.0,1,0,0,0,0,0
186270003.0,1,0,0,0,0,0
186280001.0,1,0,0,0,0,0
186280004.0,1,0,0,0,0,0
186290003.0,1,0,0,0,0,0
186300002.0,1,0,0,0,0,0
187010002.0,0,0,0,0,0,1
187030003.0,0,1,0,0,0,0
187030005.0,0,0,0,0,0,1
187040001.0,0,1,0,0,0,0
187040002.0,0,1,0,0,0,0
187050001.0,0,1,0,0,0,0
187060001.0,0,1,0,0,0,0
187060002.0,0,1,0,0,0,0
187070001.0,0,0,0,0,0,1
187070002.0,0,1,0,0,0,0
187080002.0,0,1,0,0,0,0
187080005.0,0,0,0,0,0,1
187090002.0,0,1,0,0,0,0
187090004.0,0,1,0,0,0,0
187090005.0,0,1,0,0,0,0
187100003.0,0,1,0,0,0,0
187110001.0,0,0,0,0,0,1
187110002.0,0,0,0,0,0,1
187110003.0,0,0,0,0,0,1
187110004.0,0,0,0,0,0,1
187120001.0,0,1,0,0,0,0
187120002.0,0,1,0,0,0,0
187130003.0,0,1,0,0,0,0
187130006.0,0,1,0,0,0,0
187130004.0,0,1,0,0,0,0
187132102.0,0,1,0,0,0,0
187140001.0,0,1,0,0,0,0
187140003.0,0,0,0,0,0,1
187140005.0,0,0,0,0,0,1
187150001.0,0,1,0,0,0,0
187150003.0,0,0,0,0,0,1
187150007.0,0,1,0,0,0,0
187160001.0,0,1,0,0,0,0
187160002.0,0,1,0,0,0,0
187160003.0,0,1,0,0,0,0
187170001.0,0,1,0,0,0,0
187170002.0,0,1,0,0,0,0
187170006.0,0,1,0,0,0,0
187180002.0,0,1,0,0,0,0
187180005.0,0,1,0,0,0,0
187190003.0,0,1,0,0,0,0
187190005.0,0,1,0,0,0,0
187190004.0,0,1,0,0,0,0
187193102.0,0,1,0,0,0,0
187200003.0,0,1,0,0,0,0
187203101.0,0,1,0,0,0,0
187410001.0,0,1,0,0,0,0
187410002.0,0,1,0,0,0,0
187410003.0,0,0,0,0,0,1
187412113.0,0,0,0,0,0,1
188030001.0,0,1,0,0,0,0
188030002.0,0,1,0,0,0,0
188040001.0,0,0,0,0,0,1
188050001.0,0,1,0,0,0,0
188050002.0,0,0,0,0,0,1
188050003.0,0,1,0,0,0,0
188060003.0,0,1,0,0,0,0
188060008.0,0,1,0,0,0,0
188060012.0,0,1,0,0,0,0
188060010.0,0,1,0,0,0,0
188080001.0,0,1,0,0,0,0
188080002.0,0,1,0,0,0,0
188080005.0,0,1,0,0,0,0
188080007.0,0,1,0,0,0,0
188083105.0,0,1,0,0,0,0
188080006.0,0,1,0,0,0,0
188083202.0,0,1,0,0,0,0
188090001.0,0,1,0,0,0,0
188090002.0,0,1,0,0,0,0
188090003.0,0,1,0,0,0,0
188090004.0,0,1,0,0,0,0
188100002.0,0,1,0,0,0,0
188110004.0,0,1,0,0,0,0
188120003.0,0,1,0,0,0,0
188120004.0,0,1,0,0,0,0
188130001.0,0,1,0,0,0,0
188130002.0,0,1,0,0,0,0
188140004.0,0,1,0,0,0,0
188143101.0,0,1,0,0,0,0
188150001.0,0,1,0,0,0,0
188150002.0,0,1,0,0,0,0
188150003.0,0,1,0,0,0,0
188150004.0,0,0,0,0,0,1
188160001.0,0,1,0,0,0,0
188160002.0,0,1,0,0,0,0
188160003.0,0,1,0,0,0,0
188180002.0,0,1,0,0,0,0
188180003.0,0,1,0,0,0,0
188180006.0,0,1,0,0,0,0
188190001.0,0,1,0,0,0,0
188190002.0,0,1,0,0,0,0
188190003.0,0,1,0,0,0,0
188200005.0,0,1,0,0,0,0
189030005.0,0,1,0,0,0,0
189030003.0,0,1,0,0,0,0
189033101.0,0,1,0,0,0,0
189110001.0,0,1,0,0,0,0
189110002.0,0,1,0,0,0,0
189110003.0,0,0,0,0,0,1
189130005.0,0,1,0,0,0,0
189131102.0,0,1,0,0,0,0
189131103.0,0,1,0,0,0,0
189131104.0,0,1,0,0,0,0
189130006.0,0,1,0,0,0,0
189150002.0,0,0,0,0,0,1
189160002.0,0,1,0,0,0,0
189160003.0,0,1,0,0,0,0
189163102.0,0,1,0,0,0,0
189160004.0,0,0,0,0,0,1
189163202.0,0,0,0,0,0,1
189170002.0,1,0,0,0,0,0
189180004.0,0,1,0,0,0,0
189180008.0,0,1,0,0,0,0
190020006.0,0,1,0,0,0,0
190020009.0,0,1,0,0,0,0
190020004.0,0,1,0,0,0,0
190023202.0,0,1,0,0,0,0
190030006.0,1,0,0,0,0,0
190030007.0,1,0,0,0,0,0
190050003.0,0,1,0,0,0,0
190050005.0,0,0,0,0,0,1
190050011.0,0,1,0,0,0,0
190050009.0,0,1,0,0,0,0
190053204.0,0,1,0,0,0,0
190080002.0,0,1,0,0,0,0
190080005.0,0,1,0,0,0,0
190080008.0,0,1,0,0,0,0
190080003.0,0,1,0,0,0,0
190083101.0,0,1,0,0,0,0
190080004.0,0,1,0,0,0,0
190083202.0,0,1,0,0,0,0
190090001.0,0,0,0,0,0,1
190090002.0,0,0,0,0,0,1
190090005.0,0,0,0,0,0,1
190090003.0,0,0,0,0,0,1
190090008.0,0,1,0,0,0,0
190093102.0,0,1,0,0,0,0
190120003.0,0,0,1,0,0,0
190120006.0,0,0,1,0,0,0
190130001.0,0,0,0,0,0,1
190170003.0,0,1,0,0,0,0
190171102.0,0,1,0,0,0,0
190180001.0,0,1,0,0,0,0
190180002.0,0,1,0,0,0,0
190180003.0,0,1,0,0,0,0
190180004.0,0,0,0,0,0,1
190181102.0,0,1,0,0,0,0
190181105.0,0,1,0,0,0,0
190200001.0,0,1,0,0,0,0
191010001.0,0,0,0,0,0,1
191010002.0,0,0,0,0,0,1
191060001.0,0,1,0,0,0,0
191080001.0,0,1,0,0,0,0
191080002.0,0,1,0,0,0,0
191080005.0,0,1,0,0,0,0
191090001.0,0,0,0,0,0,1
191090002.0,0,1,0,0,0,0
191100017.0,0,1,0,0,0,0
191100018.0,0,1,0,0,0,0
191110001.0,0,0,0,0,0,1
191110002.0,0,0,0,0,0,1
191130001.0,0,1,0,0,0,0
191130002.0,0,1,0,0,0,0
191140001.0,0,1,0,0,0,0
191140002.0,0,1,0,0,0,0
191150002.0,0,1,0,0,0,0
191180001.0,0,1,0,0,0,0
191190002.0,0,0,0,0,0,1
191190004.0,0,1,0,0,0,0
191190007.0,0,1,0,0,0,0
191200002.0,0,1,0,0,0,0
191200004.0,0,1,0,0,0,0
192040002.0,0,1,0,0,0,0
192040005.0,0,1,0,0,0,0
192040006.0,0,1,0,0,0,0
192050001.0,0,1,0,0,0,0
192050002.0,0,1,0,0,0,0
192050003.0,0,0,0,0,0,1
192060001.0,0,0,0,0,0,1
192060003.0,0,1,0,0,0,0
192070001.0,0,1,0,0,0,0
192070002.0,0,1,0,0,0,0
192070003.0,0,1,0,0,0,0
192073102.0,0,1,0,0,0,0
192080002.0,0,1,0,0,0,0
192080003.0,0,1,0,0,0,0
192090001.0,0,1,0,0,0,0
192090002.0,0,1,0,0,0,0
192110004.0,0,1,0,0,0,0
192110003.0,0,0,1,0,0,0
192120003.0,0,1,0,0,0,0
192130001.0,0,1,0,0,0,0
192130002.0,0,1,0,0,0,0
192130004.0,0,1,0,0,0,0
192130008.0,0,1,0,0,0,0
192140001.0,1,0,0,0,0,0
192140002.0,1,0,0,0,0,0
192140003.0,1,0,0,0,0,0
192140004.0,1,0,0,0,0,0
192170003.0,0,1,0,0,0,0
192170004.0,0,1,0,0,0,0
192180003.0,0,0,0,0,0,1
192190001.0,0,1,0,0,0,0
192190002.0,0,1,0,0,0,0
193010004.0,0,1,0,0,0,0
193020002.0,0,1,0,0,0,0
193020005.0,0,1,0,0,0,0
193020006.0,0,1,0,0,0,0
193020007.0,0,0,0,0,0,1
193020008.0,0,1,0,0,0,0
193020009.0,0,1,0,0,0,0
193030003.0,0,1,0,0,0,0
193030004.0,0,1,0,0,0,0
193040003.0,0,1,0,0,0,0
193040004.0,0,1,0,0,0,0
193040008.0,0,1,0,0,0,0
193050002.0,0,1,0,0,0,0
193060001.0,0,1,0,0,0,0
193060002.0,0,1,0,0,0,0
193060005.0,0,1,0,0,0,0
193063102.0,0,1,0,0,0,0
193070002.0,0,1,0,0,0,0
193070003.0,0,1,0,0,0,0
193070005.0,0,0,0,0,0,1
193070007.0,0,1,0,0,0,0
193080003.0,0,1,0,0,0,0
193080004.0,0,1,0,0,0,0
193080005.0,0,0,0,0,0,1
193100001.0,0,1,0,0,0,0
193100002.0,0,1,0,0,0,0
193100003.0,0,1,0,0,0,0
193020003.0,0,1,0,0,0,0
193120002.0,0,1,0,0,0,0
193120003.0,0,1,0,0,0,0
193130001.0,0,1,0,0,0,0
193130002.0,0,1,0,0,0,0
193130005.0,0,1,0,0,0,0
193140002.0,0,0,0,0,0,1
193140003.0,0,0,0,0,0,1
193144101.0,0,0,0,0,0,1
193150001.0,0,1,0,0,0,0
193150002.0,0,1,0,0,0,0
193160002.0,0,1,0,0,0,0
193163102.0,0,1,0,0,0,0
193170001.0,0,1,0,0,0,0
193170002.0,0,1,0,0,0,0
193180001.0,0,1,0,0,0,0
193180002.0,0,1,0,0,0,0
193180006.0,0,1,0,0,0,0
193190001.0,0,1,0,0,0,0
193190002.0,0,1,0,0,0,0
193190005.0,0,0,0,0,0,1
193200006.0,0,1,0,0,0,0
193200010.0,0,1,0,0,0,0
193200003.0,0,1,0,0,0,0
193200005.0,0,1,0,0,0,0
193203101.0,0,1,0,0,0,0
193410001.0,0,1,0,0,0,0
193410002.0,0,0,0,0,0,1
193410004.0,0,1,0,0,0,0
193410005.0,0,1,0,0,0,0
194010001.0,0,1,0,0,0,0
194023102.0,0,1,0,0,0,0
194050001.0,0,1,0,0,0,0
194050005.0,0,1,0,0,0,0
194070001.0,0,1,0,0,0,0
194070004.0,0,0,0,0,0,1
194080004.0,0,1,0,0,0,0
194090002.0,0,1,0,0,0,0
194090005.0,0,1,0,0,0,0
194100002.0,0,1,0,0,0,0
194100003.0,0,1,0,0,0,0
194110002.0,0,1,0,0,0,0
194110004.0,0,1,0,0,0,0
194110005.0,0,1,0,0,0,0
194130002.0,0,0,0,0,0,1
194130005.0,0,0,0,0,0,1
194140001.0,1,0,0,0,0,0
194140002.0,1,0,0,0,0,0
194150002.0,0,1,0,0,0,0
194150005.0,0,1,0,0,0,0
194150007.0,0,1,0,0,0,0
194160001.0,0,1,0,0,0,0
194160002.0,0,1,0,0,0,0
194160003.0,0,1,0,0,0,0
194170003.0,0,1,0,0,0,0
194190001.0,0,1,0,0,0,0
194190002.0,0,1,0,0,0,0
194190004.0,0,1,0,0,0,0
194190005.0,0,1,0,0,0,0
194190006.0,0,1,0,0,0,0
194193102.0,0,1,0,0,0,0
194190008.0,0,1,0,0,0,0
194193204.0,0,1,0,0,0,0
194200011.0,0,1,0,0,0,0
194200017.0,0,1,0,0,0,0
195010002.0,0,0,0,0,0,1
195010005.0,0,0,0,0,0,1
195020005.0,0,1,0,0,0,0
195030002.0,0,1,0,0,0,0
195030004.0,0,0,0,0,0,1
195040002.0,0,1,0,0,0,0
195040003.0,0,0,0,0,0,1
195040005.0,0,0,0,0,0,1
195060002.0,0,1,0,0,0,0
195060003.0,0,0,0,0,0,1
195070004.0,0,1,0,0,0,0
195080002.0,0,1,0,0,0,0
195080004.0,0,1,0,0,0,0
195090002.0,0,1,0,0,0,0
195090004.0,0,1,0,0,0,0
195090006.0,0,1,0,0,0,0
195090005.0,0,0,0,0,0,1
195100002.0,0,1,0,0,0,0
195110002.0,0,1,0,0,0,0
195120001.0,0,1,0,0,0,0
195120002.0,0,1,0,0,0,0
195120005.0,0,0,0,0,0,1
195120008.0,0,1,0,0,0,0
195120003.0,0,1,0,0,0,0
195120004.0,0,1,0,0,0,0
195150002.0,0,1,0,0,0,0
195150006.0,0,1,0,0,0,0
195150007.0,0,1,0,0,0,0
195150008.0,0,1,0,0,0,0
195180001.0,0,1,0,0,0,0
195180002.0,0,1,0,0,0,0
195180005.0,0,1,0,0,0,0
195190002.0,0,1,0,0,0,0
195190005.0,0,0,0,0,0,1
195200002.0,0,1,0,0,0,0
195200003.0,0,1,0,0,0,0
196020001.0,0,1,0,0,0,0
196020002.0,0,1,0,0,0,0
196030001.0,0,1,0,0,0,0
196030002.0,0,1,0,0,0,0
196030003.0,0,0,0,0,0,1
196033101.0,0,1,0,0,0,0
196040003.0,0,1,0,0,0,0
196040005.0,0,1,0,0,0,0
196050002.0,0,1,0,0,0,0
196050004.0,0,0,0,0,0,1
196050005.0,0,0,0,0,0,1
196060002.0,0,1,0,0,0,0
196070006.0,0,0,0,0,0,1
196070007.0,0,1,0,0,0,0
196080002.0,0,1,0,0,0,0
196080004.0,0,1,0,0,0,0
196160004.0,0,1,0,0,0,0
196080005.0,0,1,0,0,0,0
196080003.0,0,1,0,0,0,0
196083102.0,0,1,0,0,0,0
196090002.0,0,1,0,0,0,0
196090003.0,0,1,0,0,0,0
196100003.0,0,1,0,0,0,0
196100004.0,0,1,0,0,0,0
196110001.0,0,1,0,0,0,0
196110004.0,0,0,0,0,0,1
196120002.0,0,1,0,0,0,0
196120003.0,0,1,0,0,0,0
196130001.0,0,1,0,0,0,0
196130002.0,0,1,0,0,0,0
196130005.0,0,0,0,0,0,1
196130006.0,0,0,0,0,0,1
196140002.0,0,1,0,0,0,0
196150004.0,0,1,0,0,0,0
196150005.0,0,1,0,0,0,0
196160001.0,0,1,0,0,0,0
196170003.0,0,1,0,0,0,0
196170004.0,0,1,0,0,0,0
196170006.0,0,1,0,0,0,0
196180003.0,0,1,0,0,0,0
196183102.0,0,1,0,0,0,0
196200004.0,0,0,0,0,0,1
196200005.0,0,0,0,0,0,1
196230001.0,0,1,0,0,0,0
196230003.0,0,0,0,0,0,1
196240001.0,0,1,0,0,0,0
196240002.0,0,1,0,0,0,0
196240004.0,0,0,0,0,0,1
196243104.0,0,1,0,0,0,0
196250008.0,0,1,0,0,0,0
196250009.0,0,1,0,0,0,0
196250010.0,0,0,0,0,0,1
196250001.0,0,1,0,0,0,0
196250002.0,0,1,0,0,0,0
196250003.0,0,1,0,0,0,0
196250005.0,0,1,0,0,0,0
196260001.0,0,1,0,0,0,0
196270003.0,0,1,0,0,0,0
196270005.0,0,1,0,0,0,0
196280002.0,0,1,0,0,0,0
196280003.0,0,1,0,0,0,0
196280004.0,0,1,0,0,0,0
196070004.0,0,1,0,0,0,0
196290003.0,0,1,0,0,0,0
196300003.0,0,1,0,0,0,0
196300004.0,0,1,0,0,0,0
197010001.0,0,1,0,0,0,0
197010004.0,0,1,0,0,0,0
197010005.0,0,1,0,0,0,0
197010010.0,0,1,0,0,0,0
197020001.0,0,1,0,0,0,0
197020002.0,0,1,0,0,0,0
197030004.0,0,1,0,0,0,0
197030007.0,0,1,0,0,0,0
197030003.0,0,0,0,0,0,1
197030006.0,0,1,0,0,0,0
197040005.0,0,1,0,0,0,0
197040003.0,0,1,0,0,0,0
197040007.0,0,1,0,0,0,0
197043104.0,0,1,0,0,0,0
197050002.0,0,1,0,0,0,0
197050005.0,0,0,0,0,0,1
197060001.0,0,1,0,0,0,0
197060002.0,0,1,0,0,0,0
197060003.0,0,0,0,0,0,1
197060004.0,0,1,0,0,0,0
197080003.0,0,1,0,0,0,0
197090002.0,0,1,0,0,0,0
197100003.0,0,1,0,0,0,0
197100004.0,1,0,0,0,0,0
197101103.0,1,0,0,0,0,0
197110001.0,0,1,0,0,0,0
197110002.0,0,1,0,0,0,0
197120001.0,0,0,0,0,0,1
197120002.0,0,1,0,0,0,0
197130007.0,0,1,0,0,0,0
197130010.0,0,1,0,0,0,0
197140001.0,0,1,0,0,0,0
197140002.0,0,1,0,0,0,0
197150002.0,0,1,0,0,0,0
197150006.0,0,1,0,0,0,0
197160005.0,0,0,0,0,0,1
197160002.0,0,1,0,0,0,0
197163101.0,0,1,0,0,0,0
197170002.0,0,1,0,0,0,0
197170003.0,0,0,0,0,0,1
197180002.0,0,1,0,0,0,0
197190004.0,0,1,0,0,0,0
197200001.0,0,1,0,0,0,0
197200006.0,0,1,0,0,0,0
197200007.0,0,0,0,0,0,1
197200008.0,0,0,0,0,0,1
197200009.0,0,0,0,0,0,1
197200005.0,0,1,0,0,0,0
197210002.0,0,1,0,0,0,0
197210004.0,0,1,0,0,0,0
197210003.0,0,1,0,0,0,0
197213101.0,0,1,0,0,0,0
197220002.0,0,1,0,0,0,0
197220003.0,0,1,0,0,0,0
197230002.0,0,1,0,0,0,0
197230003.0,0,1,0,0,0,0
197240002.0,0,1,0,0,0,0
197240005.0,0,1,0,0,0,0
197240006.0,0,1,0,0,0,0
197250001.0,0,1,0,0,0,0
197250002.0,0,1,0,0,0,0
197250005.0,0,0,0,0,0,1
197250004.0,0,0,0,1,0,0
197260001.0,0,1,0,0,0,0
197260002.0,0,1,0,0,0,0
197280001.0,0,1,0,0,0,0
197280002.0,0,1,0,0,0,0
197290001.0,0,1,0,0,0,0
197290003.0,0,0,0,0,0,1
197300001.0,0,0,0,0,0,1
197300002.0,0,1,0,0,0,0
197300004.0,0,1,0,0,0,0
198010002.0,0,1,0,0,0,0
198010005.0,0,1,0,0,0,0
198020001.0,0,1,0,0,0,0
198020002.0,0,1,0,0,0,0
198023102.0,0,1,0,0,0,0
198030003.0,0,1,0,0,0,0
198030004.0,0,1,0,0,0,0
198040001.0,0,1,0,0,0,0
198040002.0,0,1,0,0,0,0
198050002.0,0,1,0,0,0,0
198050003.0,0,1,0,0,0,0
198050004.0,0,1,0,0,0,0
198050005.0,0,1,0,0,0,0
198060002.0,0,1,0,0,0,0
198070003.0,0,1,0,0,0,0
198070004.0,0,0,0,0,0,1
198080002.0,0,1,0,0,0,0
198080004.0,0,1,0,0,0,0
198090001.0,0,1,0,0,0,0
198090002.0,0,1,0,0,0,0
198100002.0,0,1,0,0,0,0
198100003.0,0,1,0,0,0,0
198100005.0,0,1,0,0,0,0
198100006.0,0,1,0,0,0,0
198110003.0,0,1,0,0,0,0
198111102.0,0,1,0,0,0,0
198130003.0,0,1,0,0,0,0
198140003.0,0,0,0,0,0,1
198140004.0,0,0,0,0,0,1
198150003.0,0,1,0,0,0,0
198150004.0,0,1,0,0,0,0
198160001.0,0,1,0,0,0,0
198160002.0,0,1,0,0,0,0
198170002.0,0,1,0,0,0,0
198180002.0,0,1,0,0,0,0
198180003.0,0,1,0,0,0,0
198190001.0,0,1,0,0,0,0
198190002.0,0,1,0,0,0,0
198200001.0,0,1,0,0,0,0
199010002.0,0,1,0,0,0,0
199030003.0,0,1,0,0,0,0
199030004.0,0,1,0,0,0,0
199040001.0,0,1,0,0,0,0
199040002.0,0,1,0,0,0,0
199040004.0,0,1,0,0,0,0
199040005.0,0,1,0,0,0,0
199040003.0,0,1,0,0,0,0
199040007.0,0,1,0,0,0,0
199050001.0,0,1,0,0,0,0
199050002.0,0,1,0,0,0,0
199050004.0,0,1,0,0,0,0
199060001.0,0,1,0,0,0,0
199060002.0,0,1,0,0,0,0
199060003.0,0,1,0,0,0,0
199090001.0,0,1,0,0,0,0
199090004.0,0,1,0,0,0,0
199090005.0,0,1,0,0,0,0
199090006.0,0,1,0,0,0,0
199090003.0,0,0,1,0,0,0
199093103.0,0,0,1,0,0,0
199110001.0,0,1,0,0,0,0
199110002.0,0,1,0,0,0,0
199110003.0,0,1,0,0,0,0
199120001.0,0,1,0,0,0,0
199120002.0,0,1,0,0,0,0
199120010.0,0,1,0,0,0,0
199120005.0,0,1,0,0,0,0
199123103.0,0,1,0,0,0,0
199140002.0,0,1,0,0,0,0
199150002.0,0,1,0,0,0,0
199150004.0,0,1,0,0,0,0
199170001.0,0,1,0,0,0,0
199170002.0,0,1,0,0,0,0
199180001.0,0,1,0,0,0,0
199180005.0,0,1,0,0,0,0
199180010.0,0,1,0,0,0,0
199180003.0,0,1,0,0,0,0
199181102.0,0,1,0,0,0,0
199180004.0,0,1,0,0,0,0
199180008.0,0,1,0,0,0,0
199180009.0,0,1,0,0,0,0
200010003.0,0,1,0,0,0,0
200010004.0,0,1,0,0,0,0
200010005.0,0,1,0,0,0,0
200020003.0,0,1,0,0,0,0
200020004.0,0,1,0,0,0,0
200020006.0,0,0,0,0,0,1
200040001.0,0,1,0,0,0,0
200040004.0,0,1,0,0,0,0
200050002.0,0,1,0,0,0,0
200050008.0,0,1,0,0,0,0
200050009.0,0,1,0,0,0,0
200060001.0,0,1,0,0,0,0
200060002.0,0,1,0,0,0,0
200070001.0,0,1,0,0,0,0
200070002.0,0,1,0,0,0,0
200070004.0,0,0,0,0,0,1
200080002.0,0,1,0,0,0,0
200090003.0,0,1,0,0,0,0
200091102.0,0,1,0,0,0,0
200090004.0,0,1,0,0,0,0
200090006.0,0,1,0,0,0,0
200100002.0,0,1,0,0,0,0
200100003.0,0,1,0,0,0,0
200100005.0,0,0,0,1,0,0
200103102.0,0,0,0,1,0,0
200110002.0,0,0,0,0,0,1
200120001.0,0,1,0,0,0,0
200120002.0,0,1,0,0,0,0
200130002.0,0,0,0,0,0,1
200130003.0,0,1,0,0,0,0
200140001.0,0,1,0,0,0,0
200140002.0,0,1,0,0,0,0
200150001.0,0,1,0,0,0,0
200150002.0,0,1,0,0,0,0
200170003.0,0,1,0,0,0,0
200170005.0,0,1,0,0,0,0
200170006.0,0,1,0,0,0,0
200170004.0,1,0,0,0,0,0
200180003.0,0,1,0,0,0,0
200180004.0,0,1,0,0,0,0
200190001.0,0,1,0,0,0,0
200190002.0,0,1,0,0,0,0
200200004.0,0,1,0,0,0,0
200200007.0,0,1,0,0,0,0
200200003.0,0,1,0,0,0,0
200200006.0,0,0,0,0,0,1
200203101.0,0,1,0,0,0,0
201010001.0,1,0,0,0,0,0
201010002.0,1,0,0,0,0,0
201020001.0,1,0,0,0,0,0
201050002.0,1,0,0,0,0,0
201050004.0,0,0,0,0,0,1
201070002.0,1,0,0,0,0,0
201080001.0,1,0,0,0,0,0
201080002.0,1,0,0,0,0,0
201080005.0,1,0,0,0,0,0
201090008.0,1,0,0,0,0,0
201090009.0,1,0,0,0,0,0
201090002.0,0,0,1,0,0,0
201090003.0,0,0,1,0,0,0
201100002.0,1,0,0,0,0,0
201100003.0,1,0,0,0,0,0
201110001.0,1,0,0,0,0,0
201110002.0,1,0,0,0,0,0
201120003.0,0,0,0,0,0,1
201123101.0,0,1,0,0,0,0
201130002.0,1,0,0,0,0,0
201130004.0,1,0,0,0,0,0
201130005.0,1,0,0,0,0,0
201140001.0,1,0,0,0,0,0
201140003.0,1,0,0,0,0,0
201140005.0,1,0,0,0,0,0
201140004.0,1,0,0,0,0,0
201150002.0,0,0,0,0,1,0
