hhid14_9,migrated_2007_2014,pidlink
200100000,0,200100002
200100000,0,200100003
200104100,0,200100004
200103100,1,200100005
200103100,1,200103102
200113100,1,200110002
200113101,1,200110003
200114000,0,200110004
200113101,,200113101
200113101,,200113103
200113100,,200113107
200114000,0,200114001
200120000,0,200120001
200120000,0,200120002
200120003,,200120003
200120004,1,200120004
200120000,,200120006
200120003,,200125102
200120004,,200125202
200130000,1,200130002
200130000,0,200130003
200140000,0,200140001
200140000,0,200140002
200140003,1,200140003
200140000,,200140004
200150000,0,200150001
200150000,0,200150002
200154100,0,200150003
200154100,0,200154102
200170000,0,200170003
200173100,0,200170004
200170000,0,200170005
200170000,0,200170006
200173100,,200173103
200180000,0,200180003
200180000,0,200180004
200180000,,200180005
200190000,0,200190001
200190000,0,200190002
200190000,,200190003
200190000,,200190004
200190000,,200190006
200203100,0,200200003
200200000,0,200200004
200200005,1,200200005
200203100,1,200200006
200200000,0,200200007
200203100,0,200203101
200200005,,200205101
201010000,0,201010001
201010000,0,201010002
201010003,0,201010003
201010003,,201015102
201020000,0,201020001
201020000,,201020003
201050000,0,201050002
201054100,0,201050003
201050004,1,201050004
201050000,,201050005
201054100,0,201054102
201050004,,201055101
201070000,0,201070002
201074100,0,201070003
201074100,0,201074101
201080000,0,201080001
201080000,0,201080002
201084100,0,201080003
201080004,0,201080004
201080000,0,201080005
201084100,0,201084101
201080004,,201085102
201091100,1,201090002
201091100,1,201090003
201094100,1,201090005
201094200,0,201090006
201091100,,201090007
201090000,0,201090008
201090000,0,201090009
201090000,,201090010
201090000,,201090011
201091100,,201091107
201094100,1,201094101
201094200,0,201094201
201100000,0,201100002
201100000,0,201100003
201110000,0,201110001
201110000,0,201110002
201114100,0,201110003
201114200,0,201110004
201114100,0,201114101
201114100,,201114103
201114200,0,201114202
201123100,1,201120003
201120000,,201120004
201120000,,201120005
201123100,0,201123101
201123100,,201123103
201130000,0,201130002
201130003,0,201130003
201130000,0,201130004
201130000,0,201130005
201130003,0,201130006
201140000,0,201140001
201141100,0,201140003
201141200,0,201140004
201141100,0,201140005
201141100,,201141103
201141100,,201141104
201150000,1,201150002
201160000,1,201160001
201160000,1,201160002
201161100,0,201160003
201160000,0,201160004
201160005,1,201160005
201161100,0,201161101
201161103,,201161103
201160005,,201165102
201170000,0,201170001
201170002,0,201170002
201173100,0,201170003
201174102,1,201170004
201170000,1,201170005
201174200,0,201170006
201173100,1,201173102
201173100,,201173103
201174102,1,201174102
201174103,,201174103
201174200,,201174201
201183100,0,201180001
201194100,0,201190001
201190000,0,201190002
201190000,0,201190005
201200000,0,201200002
201203100,0,201200003
201200000,0,201200006
201203100,0,201203101
201203100,,201203103
201203100,,201203104
201210001,,201210001
201214100,0,201210003
201210000,0,201210004
201210005,0,201210005
201214100,,201214101
201210001,,201215102
201220000,0,201220002
201221100,0,201220003
201221100,0,201220004
201224100,0,201220005
201220000,0,201220006
201220007,1,201220007
201221100,,201220008
201220000,,201220010
201221100,,201221104
201224100,0,201224102
201220007,,201225102
201230000,,201230001
201230000,0,201230003
201233100,0,201230004
201233200,0,201230005
201233100,0,201233102
201233100,,201233103
201233200,0,201233202
201240000,0,201240002
201240004,0,201240004
201240000,0,201240007
201240000,,201240008
201240000,,201240009
201240004,,201245102
201250000,0,201250001
201250000,0,201250002
201250000,0,201250003
201250000,,201250004
201260000,,201260001
201260003,,201260003
201264100,0,201260004
201264100,0,201264102
201270000,0,201270002
201270003,,201270003
201270003,0,201270004
201280000,,201280002
201283100,0,201280003
201283100,0,201280004
201283100,,201280005
201283100,,201283104
201290000,0,201290001
201290000,0,201290002
201290003,0,201290003
201290000,0,201290004
201300000,0,201300001
201300000,0,201300002
201290003,0,201300003
201300004,1,201300004
201300000,0,201300005
202010000,0,202010001
202010000,0,202010002
202010003,1,202010003
202010000,,202010004
202010003,,202015102
202030001,,202030001
202030000,0,202030003
202030000,0,202030004
202030005,1,202030005
202030000,,202030006
202040000,0,202040001
202040000,0,202040002
202043100,0,202040003
202044100,0,202040004
202040000,,202040005
202043100,0,202043102
202050000,0,202050003
202054100,0,202050004
202050000,0,202050006
202054100,0,202054102
202074100,0,202070002
202070000,0,202070003
202080000,0,202080001
202080003,0,202080003
202084100,0,202080004
202084100,0,202084102
202080003,,202085102
202090000,0,202090001
202090000,0,202090002
202093100,0,202090003
202094100,0,202090004
202094200,0,202090005
202090006,0,202090006
202090000,0,202090007
202093100,0,202090009
202090000,,202090010
202094100,0,202094101
202094200,0,202094202
202090006,,202095102
202104100,0,202100002
202100000,1,202100003
202104100,0,202100004
202104100,,202100007
202100000,1,202100008
202100000,,202100010
202110000,0,202110002
202110000,0,202110003
202120000,0,202120001
202120000,0,202120002
202120003,0,202120003
202120000,,202120004
202120003,,202125102
202130000,0,202130001
202130000,0,202130002
202133100,,202130003
202133200,1,202130004
202134100,0,202130005
202133203,0,202130007
202133100,,202133101
202133100,,202133103
202133203,,202133203
202133200,1,202133207
202134100,0,202134102
202140002,1,202140002
202140004,1,202140004
202140000,0,202140005
202140000,0,202140006
202140004,,202145202
202150000,0,202150002
202150000,0,202150003
202150005,0,202150005
202154100,0,202150006
202150000,,202150007
202154100,0,202154101
202150005,,202155102
202160000,0,202160001
202160000,0,202160002
202160004,,202160004
202160000,,202160005
202164100,0,202160006
202160000,0,202160007
202160000,0,202160008
202160004,,202160010
202160000,,202160015
202164100,1,202164101
202160004,,202165103
202170000,,202170001
202170000,,202170002
202170005,0,202170005
202170007,,202170007
202170005,,202175102
202170007,,202175202
202180000,,202180001
202180000,,202180002
202180003,0,202180003
202180005,0,202180005
202184100,0,202180006
202184200,0,202180007
202180008,0,202180008
202180005,,202180011
202180005,,202180012
202180005,,202180013
202184100,0,202184102
202184200,0,202184201
202184200,,202184203
202180003,,202185102
202180008,,202185302
202190000,0,202190002
202193100,0,202190003
202190004,1,202190004
202190000,0,202190005
202193100,1,202193101
202193100,,202193103
202190004,,202195102
202200000,0,202200001
202200000,0,202200002
202200000,0,202200003
202200004,0,202200004
202203100,1,202200005
202200000,0,202200006
202203100,1,202203104
202200004,,202205102
203010000,0,203010003
203010000,0,203010004
203010000,,203010006
203020000,1,203020001
203020000,0,203020002
203020003,0,203020003
203020004,1,203020004
203020005,1,203020005
203020003,,203025102
203020004,,203025202
203020005,,203025301
203030000,0,203030003
203034100,1,203030004
203034200,0,203030005
203030000,0,203030006
203034100,,203034103
203034200,0,203034202
203040000,0,203040001
203040004,,203040004
203040000,,203040006
203050000,0,203050001
203050000,0,203050002
203054100,0,203050003
203050004,0,203050004
203050004,,203050006
203054100,,203054101
203060000,1,203060001
203060000,,203060002
203060000,1,203060005
203070000,0,203070002
203073100,0,203070003
203074100,0,203070004
203073100,0,203070005
203073100,,203073103
203074100,0,203074101
203084100,0,203080003
203080000,0,203080004
203084100,0,203080005
203080006,0,203080006
203084100,,203080009
203080000,,203080010
203094100,0,203090002
203094100,0,203094102
203100000,0,203100001
203100000,0,203100002
203103100,0,203100003
203104100,0,203100004
203104200,1,203100005
203100006,0,203100006
203103100,0,203100007
203104200,0,203100008
203100009,,203100009
203100006,0,203100010
203103103,,203103103
203103104,,203103104
203104100,0,203104102
203110001,,203110001
203110000,1,203110002
203110000,,203110005
203110001,,203115102
203120000,0,203120003
203123100,0,203120004
203120005,1,203120005
203123100,0,203120006
203120007,0,203120007
203120008,0,203120008
203123100,,203123104
203120007,,203125202
203133100,0,203130002
203133100,0,203133102
203133100,,203133103
203140000,0,203140001
203140000,0,203140002
203140003,,203140003
203144100,0,203140004
203140005,0,203140005
203144200,0,203140006
203144200,,203140008
203140003,0,203140009
203144100,1,203144101
203150000,,203150001
203150000,0,203150002
203150003,0,203150003
203150000,,203150004
203150003,,203155102
203160000,,203160001
203164100,0,203160002
203164100,0,203164102
203170000,,203170002
203170000,0,203170003
203170000,,203170004
203180000,0,203180001
203180000,1,203180002
203180000,,203180004
203190000,0,203190001
203190000,0,203190002
203194100,0,203190003
203191100,0,203190004
203190000,,203190007
203191100,,203191103
203191104,,203191104
203194100,0,203194102
203200001,,203200001
203200000,,203200002
203200006,,203200006
204013100,,204010001
204013100,1,204010002
204010000,0,204010003
204013200,0,204010004
204010000,0,204010005
204013200,0,204010006
204010000,0,204010007
204010008,1,204010008
204010000,,204010009
204020000,0,204020002
204020000,0,204020003
204020000,0,204020004
204041100,0,204040001
204041100,0,204040002
204040003,1,204040003
204040004,0,204040004
204040005,,204040005
204040000,0,204040006
204040000,0,204040007
204040000,,204040008
204040003,,204045102
204040005,,204045302
204040005,,204045303
204050000,0,204050001
204050000,0,204050002
204050003,0,204050003
204050004,1,204050004
204050005,1,204050005
204050005,,204055302
204063100,0,204060003
204060000,0,204060004
204070000,0,204070003
204070000,0,204070004
204070000,0,204070005
204070000,0,204070006
204080000,0,204080002
204080000,0,204080003
204090000,0,204090001
204090000,0,204090002
204090000,,204090003
204090000,,204090006
204100000,0,204100001
204100000,0,204100002
204100003,0,204100003
204100004,,204100004
204100003,0,204100005
204100004,,204105202
204110000,,204110002
204111100,0,204110003
204111200,0,204110004
204110000,0,204110006
204110000,0,204110007
204110000,0,204110008
204110000,,204110010
204111100,0,204111101
204111100,,204111103
204111200,0,204111202
204111200,,204111204
204111200,,204111213
204120000,0,204120002
204120004,0,204120004
204120005,0,204120005
204120000,0,204120006
204120000,,204120012
204120004,,204125102
204120005,,204125201
204130000,,204130002
204134100,0,204130003
204130000,0,204130004
204134100,0,204134102
204140000,,204140001
204140000,1,204140002
204140003,0,204140003
204140000,,204140004
204140003,,204145102
204154100,0,204150002
204153100,0,204150003
204150000,1,204150005
204153300,0,204150006
204153300,,204150007
204150008,,204150008
204153300,1,204150009
204153100,0,204150010
204154100,1,204150011
204150000,,204150012
204153200,,204153207
204150008,,204155102
204160000,0,204160001
204160000,0,204160002
204160000,,204160003
204170000,0,204170001
204170000,0,204170002
204180000,,204180001
204180000,0,204180002
204180003,1,204180003
204190000,0,204190001
204190000,0,204190002
204200000,,204200001
204200000,1,204200002
204200003,1,204200003
204063100,0,204200004
204200005,0,204200005
204063100,,204200006
204200003,1,204200008
204200005,,204205202
205010000,,205010001
205010000,,205010002
205010000,,205010003
205010000,,205010004
205010000,,205010005
205020000,0,205020001
205020000,0,205020002
205020003,0,205020003
205020000,,205020004
205020003,,205025102
205030000,0,205030001
205030000,0,205030002
205030000,0,205030003
205030004,,205030004
205030000,0,205030005
205034100,0,205030006
205034100,0,205030008
205050000,0,205050001
205050000,0,205050002
205053100,1,205050003
205050000,0,205050004
205050005,,205050005
205050006,,205050006
205053100,1,205053101
205053100,,205053103
205050005,,205055102
205050006,,205055202
205060000,1,205060003
205060000,0,205060005
205060000,,205060008
205060000,1,205063101
205060000,,205063103
205080000,0,205080001
205080000,0,205080002
205083100,0,205080003
205084100,0,205080004
205084200,0,205080005
205080006,1,205080006
205083100,,205083101
205084100,0,205084101
205084200,0,205084202
205093100,0,205090003
205090000,,205090004
205090000,,205090005
205093100,0,205093101
205110001,1,205110001
205110003,,205110003
205110000,0,205110004
205110000,0,205110005
205110001,,205115102
205110001,,205115103
205110003,,205115202
205120000,,205120004
205130000,0,205130001
205130000,0,205130002
205140000,0,205140001
205140000,0,205140002
205140000,0,205140003
205144100,1,205140004
205144200,1,205140005
205140000,,205140006
205144100,,205144102
205144100,,205144104
205144200,,205144203
205150000,0,205150001
205150000,0,205150002
205150004,,205150004
205150004,,205155102
205160000,0,205160001
205160000,0,205160002
205163100,0,205160003
205163200,0,205160004
205163100,0,205160005
205163200,1,205160006
205163100,,205163103
205170000,0,205170001
205170000,0,205170002
205170000,,205170003
205190000,0,205190001
205190000,0,205190002
205193100,1,205190003
205193100,,205190004
205193101,1,205193101
205193100,,205193104
205200000,,205200002
206010000,0,206010001
206010000,,206010004
206010000,,206010005
206010000,1,206010006
206010000,1,206010008
206010000,,206010009
206010000,,206010010
206010000,,206010014
206010000,,206010015
206020000,0,206020001
206021100,0,206020002
206020000,,206020005
206021100,0,206021102
206021100,,206021103
206030000,1,206030002
206030000,0,206030003
206030006,0,206030006
206030006,0,206030007
206050000,0,206050002
206050000,0,206050003
206064100,1,206060003
206060000,0,206060005
206064100,,206064101
206070000,0,206070001
206080000,1,206080004
206090000,0,206090002
206094100,0,206090003
206094200,1,206090004
206090005,0,206090005
206094100,0,206094101
206094100,,206094103
206094200,1,206094201
206100000,0,206100001
206100000,0,206100002
206100000,1,206100003
206100000,0,206100004
206113100,1,206110001
206113100,0,206110002
206110000,0,206110003
206114100,0,206110004
206113200,0,206110005
206110000,0,206110006
206113200,0,206113201
206114100,0,206114101
206120000,0,206120001
206120000,0,206120002
206124100,0,206120003
206124200,0,206120005
206124200,1,206120007
206124200,,206120008
206124100,0,206124102
206130000,0,206130002
206134100,0,206130003
206134200,0,206130005
206130000,0,206130006
206130000,,206130007
206134100,0,206134101
206134200,0,206134202
206140000,,206140002
206140000,0,206140003
206140000,0,206140004
206140000,0,206140005
206140000,0,206140006
206150000,1,206150002
206153100,0,206150003
206154100,0,206150004
206150006,,206150006
206150000,1,206150009
206150000,,206150011
206154100,0,206154102
206160000,0,206160002
206170000,0,206170001
206170000,0,206170002
206170000,0,206170003
206170000,0,206170004
206180000,,206180001
206180000,0,206180002
206180003,1,206180003
206180000,,206180005
206180003,,206185103
206190000,1,206190001
206190000,1,206190002
206200000,0,206200001
206200000,,206200002
206200005,,206200005
207010000,0,207010001
207030000,,207030001
207030000,0,207030002
207030000,0,207030004
207030000,0,207030006
207041100,0,207040001
207040000,0,207040002
207040003,,207040003
207041100,1,207040004
207040000,,207040005
207040006,1,207040008
207040003,,207045101
207060000,0,207060001
207060000,0,207060002
207060000,1,207060003
207064100,0,207060004
207064200,1,207060005
207060006,1,207060006
207064400,0,207060009
207064400,0,207060010
207060000,1,207063102
207064100,0,207064102
207064200,,207064202
207070000,0,207070001
207073100,1,207070002
207074100,0,207070003
207074200,1,207070004
207070005,1,207070005
207070000,,207070006
207073100,1,207073105
207074100,,207074101
207074200,1,207074202
207080000,0,207080001
207080000,0,207080002
207083100,1,207080003
207080004,1,207080004
207080000,1,207080005
207080006,,207080006
207083100,1,207083102
207080004,,207085102
207090000,,207090002
207090000,0,207090003
207090000,0,207090004
207090000,1,207090005
207090000,,207090006
207100000,0,207100002
207100000,0,207100004
207100000,0,207100005
207100000,,207100007
207110000,0,207110002
207110003,0,207110003
207110000,1,207110004
207120000,0,207120001
207123100,1,207120003
207120000,0,207120005
207120006,1,207120006
207120007,,207120007
207120000,0,207120008
207123100,1,207123103
207130000,,207130001
207130000,,207130002
207130000,,207130003
207140000,0,207140003
207140000,0,207140004
207140005,,207140005
207140006,,207140006
207140000,,207140008
207150000,0,207150003
207150000,0,207150004
207150000,1,207150005
207150006,1,207150006
207150000,,207150008
207160000,0,207160002
207160000,0,207160003
207160000,0,207160004
207160000,1,207160005
207160006,,207160006
207160006,,207165101
207170000,0,207170002
207170003,1,207170003
207170003,,207175102
207180000,,207180002
207184100,,207180004
207180000,,207180005
207180000,0,207180006
207180000,,207180007
207184100,0,207181101
207190000,0,207190001
207190000,0,207190002
207190004,0,207190004
207191200,0,207191204
207191200,,207191205
207190004,,207195101
207200000,0,207200001
207200000,0,207200002
207200003,,207200003
207204100,1,207200004
207204200,1,207200005
207200006,,207200006
207204100,,207204103
207204200,,207204202
207200003,,207205102
207210000,,207210001
207210000,0,207210002
207210000,0,207210003
207210000,1,207210004
207210000,1,207210005
207210000,0,207210006
207210000,,207210007
207220000,0,207220002
207220000,0,207220003
207220000,0,207220004
207220000,0,207220006
207230000,0,207230001
207230000,0,207230002
207230000,,207230003
207240000,0,207240001
207240000,0,207240002
207250000,0,207250001
207250000,0,207250002
207250003,0,207250003
207250000,1,207250004
207250003,0,207250005
207263100,0,207260002
207260000,0,207260003
207260005,,207260005
207263100,0,207263102
207263100,,207263104
207263100,,207263105
207270002,0,207270002
207270002,,207275001
207280000,0,207280001
207280000,0,207280002
207280003,,207280003
207284100,0,207280004
207280000,0,207280005
207280000,,207280006
207284100,0,207284101
207280003,,207285102
207290000,0,207290001
207290000,0,207290002
207290003,,207290003
207290004,1,207290004
207293100,1,207290005
207290007,1,207290007
207290007,,207290008
207290004,1,207290009
207293100,,207293106
207290003,,207295101
207300000,,207300001
207300000,,207300003
207300000,,207300004
208010000,0,208010001
208014100,1,208010004
208010003,,208010005
208010000,0,208010006
208020000,0,208020001
208020000,0,208020002
208024100,1,208020003
208020004,,208020004
208024100,1,208024102
208020004,,208025101
208030000,0,208030001
208030000,0,208030002
208040000,,208040001
208040000,,208040002
208040000,0,208040003
208060000,,208060001
208060000,0,208060002
208064100,0,208060003
208064100,,208064101
208070000,0,208070001
208073100,0,208070002
208073100,1,208070003
208080000,0,208080001
208100000,,208100001
208100000,0,208100002
208110000,0,208110001
208110000,0,208110002
208114100,0,208110003
208114100,0,208114101
208120000,0,208120002
208120000,,208120003
208120000,,208120004
208130000,0,208130002
208130000,0,208130005
208150000,0,208150001
208150000,0,208150002
208150004,1,208150004
208160000,0,208160001
208160000,0,208160002
208170000,0,208170001
208170000,0,208170002
208174100,1,208170003
208170004,,208170004
208174100,,208174102
208180000,0,208180002
208183100,1,208180004
208190000,0,208190001
208190000,0,208190002
208190003,,208190003
208190000,,208190004
208190003,,208195102
208200000,,208200002
208201100,0,208200003
208204100,0,208200004
208204200,,208200005
208200000,,208200007
208201100,0,208201103
208201100,0,208201104
208201100,,208201105
208204100,0,208204101
208204200,,208204202
208220000,0,208220001
208220000,0,208220002
208220000,0,208220003
208224100,0,208220005
208220000,,208220007
208220000,,208220013
208230000,0,208230002
208230000,0,208230005
208230000,0,208230006
208240000,0,208240001
208240000,0,208240002
208240000,1,208240004
208244100,1,208240005
208244200,1,208240006
208243100,0,208243102
208244100,,208244102
208244200,,208244202
208260000,0,208260002
208270000,0,208270001
208270000,0,208270002
208270000,1,208270003
208270004,1,208270004
208270000,1,208274103
208280000,0,208280001
208280000,0,208280002
208284100,0,208280003
208284100,,208284103
208290000,0,208290001
208290000,0,208290002
208290003,1,208290003
208290004,,208290004
208300000,,208300002
208300000,0,208300003
208300000,0,208300004
209010000,0,209010002
209010000,0,209010003
209010000,0,209010004
209010000,1,209010005
209010000,1,209010006
209010000,,209010007
209010000,,209010008
209020000,0,209020001
209020000,0,209020002
209040000,0,209040001
209040000,0,209040002
209040000,,209040003
209050000,0,209050002
209080000,0,209080001
209080000,0,209080002
209080003,1,209080003
209080000,0,209080004
209080006,,209080006
209080000,,209080007
209080003,,209085101
209090000,0,209090001
209090000,0,209090002
209090003,,209090003
209094100,0,209090004
209090003,,209090005
209094100,0,209094102
209090003,,209095101
209100000,0,209100002
209100000,0,209100003
209100000,0,209100004
209100000,,209100005
209110000,,209110001
209110000,0,209110002
209110000,1,209110003
209110004,1,209110004
209110005,0,209110005
209110004,,209115104
209110005,,209115201
209120000,,209120001
209120000,,209120002
209120000,1,209120003
209124100,1,209120004
209120000,,209123102
209130000,,209130001
209130000,0,209130002
209131100,0,209130003
209131100,0,209130004
209131100,1,209130005
209130000,0,209130006
209130000,0,209130007
209130008,,209130008
209130008,,209135101
209140000,,209140002
209040000,0,209140003
209140000,0,209140006
209140000,,209140010
209150000,1,209150001
209150000,0,209150002
209153100,0,209150003
209150005,,209150005
209154100,0,209150006
209154100,0,209154101
209160000,0,209160003
209160000,0,209160004
209160000,0,209160006
209160007,,209160007
209160007,,209160008
209160007,,209160009
209160007,,209165101
209170000,0,209170001
209170000,0,209170002
209170000,0,209170004
209170000,,209170005
209180000,0,209180001
209180000,0,209180002
209184100,0,209180003
209184200,0,209180004
209184100,,209184101
209190000,0,209190001
209190000,0,209190002
209190000,0,209190003
209200000,0,209200001
209200000,0,209200002
209204100,0,209200003
209204100,0,209204101
209210000,0,209210001
209230000,0,209230002
209240000,0,209240001
209240000,,209240002
209240000,0,209240003
209241100,0,209240004
209240000,0,209240007
209241100,0,209241107
209250000,,209250002
209250000,0,209250003
209250000,,209250004
209250000,0,209250005
209264100,0,209260001
209260000,,209260002
209264100,0,209264101
209270000,0,209270001
209270000,0,209270002
209270000,0,209270003
209270000,0,209270005
209270000,,209270006
209280000,0,209280001
209280002,0,209280002
209280000,,209280004
209280000,,209280005
209280002,,209285102
209280002,,209285103
210010000,0,210010001
210010000,0,210010006
210010000,,210010007
210010000,,210010008
210020000,0,210020001
210020000,1,210020002
210060000,0,210060001
210060000,,210060003
210060000,,210060007
210080000,0,210080001
210090000,0,210090001
210090000,0,210090002
210090000,0,210090003
210090005,0,210090005
210090005,,210095102
210110000,,210110001
210120000,0,210120002
210120000,,210120003
210144100,1,210140001
210140000,,210140002
210140000,,210140003
210144100,,210144105
210164100,0,210160001
210164100,0,210164101
210174100,,210170001
210170000,0,210170002
210173200,,210170005
210173100,0,210170006
210173100,,210170009
210173100,,210173104
210173200,0,210173202
210174100,0,210174102
210174200,1,210174202
210174300,,210174301
210190000,0,210190001
210190000,0,210190003
211020000,0,211020002
211024100,1,211020003
211020000,,211020006
211024100,0,211024101
211030000,,211030002
211030000,,211030004
211040000,0,211040004
211050000,,211050001
211050000,1,211050003
211050005,,211050005
211060000,0,211060002
211060003,1,211060003
211060004,0,211060004
211060003,,211065101
211060004,,211065202
211080000,0,211080002
211081100,0,211080003
211081100,0,211080004
211081100,0,211080005
211081100,,211080006
211090000,,211090001
211090000,,211090002
211114100,0,211110001
211110000,0,211110002
211110000,0,211110003
211114100,0,211114102
211124100,0,211120001
211120000,1,211120002
211124100,1,211120003
211120000,,211120004
211130000,0,211130001
211130000,0,211130002
211134100,0,211130003
211130000,1,211130004
211134300,0,211130005
211130000,0,211130006
211134100,0,211134102
211134200,1,211134201
211134300,0,211134301
211140000,0,211140001
211140000,0,211140002
211140000,,211140005
211150000,0,211150002
211154100,0,211150003
211150000,0,211150004
211150000,,211150005
211154100,0,211154101
211160000,,211160001
211160000,0,211160002
211163100,1,211160003
211160000,0,211160004
211164100,0,211160005
211160000,0,211163203
211164100,0,211164101
211170000,0,211170001
211170000,0,211170002
211170003,1,211170003
211170005,,211170005
211170003,,211175103
211170005,,211175201
211170005,,211175204
211180000,0,211180001
211180000,0,211180002
211183100,0,211180003
211183200,0,211180004
211180000,0,211180005
211183100,0,211183101
211183100,,211183103
211183100,,211183104
211183200,,211183203
211200000,1,211200002
211204100,1,211200003
211200000,,211200007
211204100,,211204102
212040000,,212040001
212050000,0,212050001
212050000,0,212050002
212064100,1,212060002
212060000,1,212060004
212064100,0,212060005
212064100,,212060006
212060000,,212060007
212070000,0,212070002
212073200,1,212070004
212070000,1,212070007
212070000,0,212070010
212073200,1,212073201
212100000,0,212100001
212100000,0,212100002
212100004,1,212100004
212100005,1,212100005
212100000,,212100006
212100000,,212100007
212100005,,212105202
212110000,,212110001
212110002,1,212110002
212110003,1,212110003
212110000,,212110004
212110000,,212110005
212110002,1,212114102
212130000,0,212130001
212130000,0,212130002
212130004,1,212130004
212130005,,212130005
212130006,1,212130006
212130006,1,212130007
212130004,,212135101
212130005,,212135202
212130005,,212135203
212130005,,212135204
212140000,0,212140001
212140000,,212140002
212150000,0,212150001
212154100,0,212150002
212150000,0,212150003
212154100,0,212150005
212154100,,212150006
212150000,0,212150007
212170000,,212170001
212170000,0,212170002
212173100,0,212170003
212170000,0,212170004
212170000,0,212170005
212170006,1,212170006
212170007,0,212170007
212170000,0,212170008
212170000,,212170009
212173100,0,212173102
212173103,,212173103
212170006,,212175102
212170007,,212175202
212183100,1,212180003
212183200,0,212180005
212183100,1,212180006
212183100,,212180007
212183100,1,212183101
212183100,,212183105
212183100,,212183107
212183200,0,212183201
212183200,,212183204
213020000,0,213020001
213020000,0,213020002
213020000,1,213020003
213020000,,213020004
213030000,0,213030001
213030000,0,213030002
213030000,,213030005
213080000,0,213080004
213091100,0,213090002
213091100,0,213090003
213091100,1,213090004
213090005,1,213090005
213091100,0,213090006
213091100,1,213090007
213090005,1,213091105
213103100,0,213100003
213103200,0,213100004
213103100,1,213100005
213103100,1,213100006
213103300,0,213100007
213103400,0,213100009
213103500,0,213100015
213103100,,213103104
213103200,0,213103201
213104400,,213103303
213103300,,213103304
213110000,,213110002
213114100,0,213110003
213110000,,213110005
213110000,,213110006
213114100,0,213114102
213150000,0,213150001
213150000,0,213150002
213150000,,213150003
213150000,,213150005
213150000,,213150006
213200000,0,213200001
214010000,0,214010001
214010000,0,214010002
214013200,0,214010003
214010005,1,214010005
214013200,0,214013202
214020000,,214020001
214020000,0,214020003
214023100,0,214020004
214020000,,214020005
214023100,0,214023102
214030000,0,214030003
214030000,0,214030004
214030006,1,214030006
214030000,1,214030007
214030000,,214030008
214030000,,214030009
214040000,0,214040001
214040000,0,214040003
214040000,1,214040004
214054100,,214050001
214050000,0,214050002
214050000,0,214050003
214054100,,214054101
214070000,0,214070001
214070000,0,214070002
214070000,,214070003
214070000,,214070004
214080000,0,214080001
214080002,,214080002
214080000,0,214080003
214080000,,214080011
214130001,,214130001
214130000,0,214130002
214130000,0,214130003
214130001,,214135103
214140000,0,214140001
214143100,0,214140004
214140000,0,214140005
214144200,0,214140006
214144301,0,214140007
214140000,0,214140008
214143100,0,214143101
214144200,1,214144201
214144301,0,214144301
214150000,0,214150001
214150000,0,214150002
214150000,0,214150005
214150000,,214150006
214151100,0,214151102
214173100,,214170024
214173200,1,214170026
214173100,,214173106
215023100,0,215020003
215020000,0,215020005
215023100,0,215020008
215023100,,215023103
215040000,0,215040002
215040000,0,215040003
215040004,,215040004
215040005,1,215040005
215040004,,215045102
215040005,,215045202
215060000,,215060002
215060000,1,215060003
215060000,1,215060004
215060000,,215060006
215090000,0,215090002
215090000,0,215090003
215100000,0,215100001
215100000,0,215100002
215103100,0,215100005
215130000,0,215130003
215130000,0,215130004
215130000,0,215130005
215131100,1,215130007
215131100,1,215131105
215140000,,215140001
215140000,1,215140002
215140000,,215140004
215140000,,215140005
215153100,,215150001
215153100,0,215150002
215154100,1,215150003
215154200,0,215150005
215154200,0,215150006
215150007,,215150007
215154200,,215150008
215154100,,215154102
215160000,0,215160001
215160000,0,215160002
215160000,0,215160004
215170000,0,215170001
215170000,0,215170002
215174100,1,215170005
215180001,,215180001
215180001,1,215180002
215180001,,215180003
215180000,0,215180005
215183200,,215180006
215183200,,215180008
215184100,,215180010
215180000,,215180011
215183200,1,215183201
215180001,,215185104
215200000,0,215200001
215200000,0,215200002
215200000,1,215200004
215200005,1,215200005
215204200,0,215200006
215200000,0,215200008
215204200,0,215204201
215200005,,215205102
216050000,1,216050001
216050000,1,216050002
216054100,0,216050003
216053100,0,216053101
216054100,,216054104
216090000,0,216090004
216090000,,216090009
216140000,0,216140001
216140000,0,216140003
216140004,1,216140004
216140000,0,216140005
216140004,,216145103
216160000,0,216160002
216164100,0,216160003
216160000,0,216160004
216160005,1,216160005
216160000,0,216160006
216164100,0,216160008
216160000,,216160009
216160005,,216165101
216200000,0,216200001
216200000,,216200011
216200000,,216200012
217020000,0,217020002
217030000,0,217030001
217030000,0,217030002
217030000,0,217030003
217030000,,217030005
217043100,0,217040001
217043100,0,217040005
217043200,,217040012
217074100,1,217070003
217074300,0,217070005
217073100,0,217070006
217070010,,217070010
217070000,0,217070011
217070000,,217070013
217073100,,217073103
217074100,1,217074102
217074200,0,217074203
217074300,0,217074301
217080000,0,217080001
217084200,1,217080003
217080004,1,217080004
217084100,0,217080005
217084100,,217080006
217084200,,217084201
217080004,,217085102
217090004,1,217090004
217090000,,217090005
217090000,,217090006
217090000,0,217090008
217090000,,217090009
217090004,,217095101
217100000,0,217100001
217100000,0,217100002
217104100,1,217100004
217100000,0,217100005
217104100,0,217104102
217110000,0,217110001
217110000,0,217110003
217110000,1,217110005
217131100,0,217130005
217131100,0,217130007
217131100,0,217131102
217131100,0,217131105
