hhid14_9,age,male,pidlink
201221100,41,0,201220003
201221100,48,1,201220004
201224100,36,1,201220005
201220000,32,1,201220006
201220007,27,0,201220007
201221100,21,1,201220008
201220000,33,0,201220010
201221100,15,1,201221104
201224100,34,0,201224102
201220007,32,1,201225102
201230000,93,1,201230001
201230000,48,1,201230003
201233100,46,1,201230004
201233200,44,1,201230005
201233100,46,0,201233102
201233100,19,0,201233103
201233200,41,0,201233202
201240000,59,0,201240002
201240004,32,1,201240004
201240000,27,1,201240005
201240000,25,1,201240006
201240000,23,1,201240007
201240000,19,0,201240008
201240000,16,0,201240009
201240004,36,0,201245102
201250000,48,1,201250001
201250000,48,0,201250002
201250000,23,0,201250003
201250000,18,0,201250004
201260000,74,1,201260001
201260003,43,1,201260003
201264100,39,1,201260004
201264100,38,0,201264102
201270000,75,0,201270002
201270003,38,1,201270003
201270003,35,0,201270004
201280000,82,0,201280002
201283100,46,1,201280003
201283100,45,0,201280004
201283100,19,0,201280005
201283100,15,0,201283104
201290000,52,1,201290001
201290000,50,0,201290002
201290003,29,1,201290003
201290000,24,0,201290004
201300000,54,1,201300001
201300000,54,0,201300002
201290003,28,0,201300003
201300004,23,1,201300004
201300000,23,1,201300005
202010000,54,1,202010001
202010000,50,0,202010002
202010003,25,0,202010003
202010000,21,1,202010004
202010003,31,1,202015102
202030001,94,1,202030001
202030000,55,1,202030003
202030000,46,0,202030004
202030005,23,0,202030005
202030000,15,1,202030006
202040000,62,1,202040001
202040000,59,0,202040002
202043100,38,0,202040003
202044100,35,0,202040004
202040000,20,1,202040005
202043100,44,1,202043102
202050000,47,0,202050003
202054100,39,1,202050004
202050000,22,0,202050006
202054100,39,0,202054102
202074100,45,0,202070002
202070000,23,1,202070003
202080000,59,0,202080001
202080003,40,1,202080003
202084100,34,1,202080004
202084100,33,0,202084102
202080003,37,0,202085102
202090000,72,1,202090001
202090000,65,0,202090002
202093100,43,0,202090003
202094100,41,0,202090004
202094200,35,1,202090005
202090006,33,1,202090006
202090000,40,0,202090007
202093100,50,1,202090009
202090000,18,0,202090010
202094100,38,1,202094101
202094200,37,0,202094202
202090006,34,0,202095102
202104100,47,1,202100002
202100000,32,1,202100003
202104100,42,0,202100004
202104100,16,1,202100007
202100000,33,0,202100008
202100000,61,1,202100010
202110000,51,0,202110002
202110000,57,1,202110003
202120000,50,1,202120001
202120000,51,0,202120002
202120003,24,1,202120003
202120000,17,1,202120004
202120003,24,0,202125102
202130000,74,1,202130001
202130000,66,0,202130002
202133100,41,0,202130003
202133200,39,1,202130004
202134100,37,1,202130005
202133203,42,0,202130007
202133100,47,1,202133101
202133100,15,0,202133103
202133203,15,0,202133203
202133200,31,0,202133207
202134100,33,0,202134102
202140002,69,0,202140002
202140004,28,0,202140004
202140000,47,1,202140005
202140000,43,0,202140006
202140004,34,1,202145202
202150000,59,0,202150002
202150000,42,1,202150003
202150005,37,0,202150005
202154100,31,0,202150006
202150000,17,1,202150007
202154100,42,1,202154101
202150005,44,1,202155102
202160000,73,1,202160001
202160000,72,0,202160002
202160004,43,0,202160004
202160000,39,0,202160005
202164100,36,0,202160006
202160000,35,1,202160007
202160000,32,1,202160008
202160004,20,0,202160010
202160000,26,0,202160015
202164100,37,1,202164101
202160004,51,1,202165103
202170000,76,1,202170001
202170000,72,0,202170002
202170005,32,1,202170005
202170007,19,0,202170007
202170005,26,0,202175102
202170007,21,1,202175202
202180000,79,1,202180001
202180000,74,0,202180002
202180003,52,1,202180003
202180005,43,0,202180005
202184100,40,1,202180006
202184200,37,0,202180007
202180008,33,1,202180008
202180005,46,1,202180011
202180005,20,1,202180012
202180005,18,0,202180013
202184100,40,0,202184102
202184200,44,1,202184201
202184200,16,1,202184203
202180003,40,0,202185102
202180008,29,0,202185302
202190000,71,0,202190002
202193100,45,0,202190003
202190004,35,1,202190004
202190000,48,1,202190005
202193100,45,1,202193101
202193100,15,0,202193103
202190004,32,0,202195102
202200000,72,1,202200001
202200000,69,0,202200002
202200000,44,1,202200003
202200004,40,1,202200004
202203100,36,0,202200005
202200000,52,0,202200006
202203100,41,1,202203104
202200004,43,0,202205102
203010000,55,1,203010003
203010000,49,0,203010004
203010000,20,1,203010006
203020000,51,1,203020001
203020000,51,0,203020002
203020003,29,0,203020003
203020004,27,1,203020004
203020005,24,0,203020005
203020003,30,1,203025102
203020004,25,0,203025202
203020005,27,1,203025301
203030000,33,0,203030003
203034100,31,1,203030004
203034200,29,0,203030005
203030000,37,1,203030006
203034100,24,0,203034103
203034200,42,1,203034202
203040000,76,1,203040001
203040004,42,0,203040004
203040000,56,0,203040006
203040004,44,1,203045101
203050000,55,1,203050001
203050000,52,0,203050002
203054100,32,0,203050003
203050004,27,0,203050004
203050004,32,1,203050006
203054100,49,1,203054101
203060000,58,1,203060001
203060000,55,0,203060002
203060000,25,1,203060005
203070000,56,0,203070002
203073100,41,0,203070003
203074100,37,0,203070004
203073100,46,1,203070005
203073100,16,1,203073103
203074100,39,1,203074101
203084100,55,0,203080003
203080000,45,0,203080004
203084100,62,1,203080005
203080006,37,1,203080006
203084100,19,0,203080009
203080000,16,1,203080010
203094100,50,1,203090002
203094100,35,0,203094102
203100000,62,1,203100001
203100000,60,0,203100002
203103100,41,0,203100003
203104100,39,1,203100004
203104200,37,0,203100005
203100006,33,1,203100006
203103100,46,1,203100007
203104200,41,1,203100008
203100009,16,0,203100009
203100006,33,0,203100010
203103103,16,0,203103103
203103104,15,1,203103104
203104100,36,0,203104102
203110001,47,1,203110001
203110000,43,0,203110002
203110001,24,1,203110003
203110000,52,1,203110005
203110001,43,0,203115102
203120000,45,1,203120003
203123100,41,0,203120004
203120005,38,1,203120005
203123100,46,1,203120006
203120007,22,0,203120007
203120008,49,1,203120008
203123100,19,1,203123104
203120007,25,1,203125202
203133100,46,1,203130002
203133100,47,0,203133102
203133100,16,1,203133103
203140000,67,1,203140001
203140000,66,0,203140002
203140003,36,1,203140003
203144100,33,0,203140004
203140005,29,1,203140005
203144200,45,0,203140006
203144200,22,0,203140007
203144200,18,0,203140008
203140003,34,0,203140009
203144100,42,1,203144101
203150000,82,1,203150001
203150000,75,0,203150002
203150003,25,0,203150003
203150000,18,0,203150004
203150003,29,1,203155102
203160000,71,0,203160001
203164100,44,1,203160002
203164100,35,0,203164102
203170000,79,0,203170002
203170000,38,1,203170003
203170000,37,0,203170004
203180000,55,1,203180001
203180000,53,0,203180002
203180000,21,1,203180004
203190000,81,1,203190001
203190000,73,0,203190002
203194100,50,1,203190003
203191100,46,0,203190004
203190000,19,0,203190007
203191100,18,1,203191103
203191104,16,1,203191104
203194100,39,0,203194102
203200001,53,1,203200001
203200000,53,0,203200002
203200000,23,0,203200004
203200006,18,0,203200006
204013100,75,1,204010001
204013100,59,0,204010002
204010000,43,0,204010003
204013200,40,0,204010004
204010000,46,1,204010005
204013200,46,1,204010006
204010000,23,1,204010007
204010008,23,1,204010008
204010000,20,0,204010009
204020000,56,0,204020002
204020000,36,1,204020003
204020000,31,0,204020004
204041100,55,1,204040001
204041100,53,0,204040002
204040003,33,1,204040003
204040004,26,1,204040004
204040005,81,0,204040005
204040000,44,1,204040006
204040000,43,0,204040007
204040000,16,1,204040008
204040003,29,0,204045102
204040005,62,1,204045302
204040005,59,0,204045303
204050000,56,1,204050001
204050000,51,0,204050002
204050003,32,1,204050003
204050004,30,1,204050004
204050005,23,1,204050005
204050005,23,0,204055302
204063100,53,1,204060003
204060000,40,1,204060004
204070000,59,1,204070003
204070000,47,0,204070004
204070000,25,0,204070005
204070000,22,1,204070006
204080000,70,0,204080002
204080000,42,1,204080003
204090000,48,1,204090001
204090000,44,0,204090002
204090000,20,1,204090003
204090000,19,0,204090006
204100000,73,1,204100001
204100000,64,0,204100002
204100003,44,1,204100003
204100004,38,1,204100004
204100003,39,0,204100005
204100004,32,0,204105202
204110000,79,0,204110002
204111100,52,0,204110003
204111200,48,1,204110004
204110000,46,0,204110006
204110000,47,1,204110007
204110000,24,0,204110008
204110000,20,1,204110010
204111100,44,1,204111101
204111100,20,1,204111103
204111200,58,0,204111202
204111200,39,1,204111204
204111200,38,0,204111213
204120000,55,0,204120002
204120004,30,1,204120004
204120005,26,0,204120005
204120000,24,0,204120006
204120000,35,1,204120012
204120004,25,0,204125102
204120005,29,1,204125201
204130000,61,0,204130002
204134100,34,1,204130003
204130000,28,1,204130004
204134100,30,0,204134102
204140000,52,1,204140001
204140000,48,0,204140002
204140003,24,0,204140003
204140000,20,1,204140004
204140003,25,1,204145102
204154100,64,0,204150002
204153100,39,1,204150003
204150000,32,1,204150005
204153300,42,0,204150006
204153300,45,1,204150007
204150008,24,0,204150008
204153300,22,0,204150009
204153100,37,0,204150010
204154100,50,0,204150011
204150000,30,0,204150012
204153200,15,1,204153207
204150008,26,1,204155102
204160000,51,1,204160001
204160000,49,0,204160002
204160000,31,1,204160003
204170000,73,1,204170001
204170000,59,0,204170002
204174100,35,1,204170003
204174100,35,0,204174102
204180000,49,1,204180001
204180000,52,0,204180002
204180003,31,1,204180003
204190000,54,1,204190001
204190000,54,0,204190002
204200000,76,1,204200001
204200000,72,0,204200002
204200003,52,1,204200003
204063100,48,0,204200004
204200005,44,1,204200005
204063100,19,1,204200006
204200003,38,0,204200008
204200005,39,0,204205202
205010000,81,1,205010001
205010000,95,0,205010002
205010000,58,1,205010003
205010000,49,0,205010004
205010000,20,1,205010005
205020000,51,1,205020001
205020000,49,0,205020002
205020003,25,0,205020003
205020000,15,0,205020004
205020003,25,1,205025102
205030000,67,1,205030001
205030000,64,0,205030002
205030000,41,1,205030003
205030004,27,0,205030004
205030000,32,1,205030005
205034100,43,1,205030006
205034100,31,0,205030008
205050000,67,1,205050001
205050000,63,0,205050002
205053100,41,0,205050003
205050000,39,0,205050004
205050005,34,1,205050005
205050006,30,1,205050006
205053100,43,1,205053101
205053100,16,1,205053103
205050005,30,0,205055102
205050006,28,0,205055202
205060000,43,0,205060003
205060000,24,1,205060005
205060000,24,0,205060008
205060000,58,1,205063101
205060000,15,1,205063103
205070000,56,0,205070002
205080000,61,1,205080001
205080000,60,0,205080002
205083100,40,0,205080003
205084100,36,0,205080004
205084200,32,1,205080005
205080006,22,1,205080006
205083100,45,1,205083101
205084100,36,1,205084101
205084200,33,0,205084202
205093100,45,0,205090003
205090000,42,1,205090004
205090000,35,0,205090005
205090000,15,0,205090006
205093100,56,1,205093101
205110001,56,1,205110001
205110003,32,1,205110003
205110000,33,1,205110004
205110000,37,0,205110005
205110001,51,0,205115102
205110001,20,1,205115103
205110003,23,0,205115202
205120000,76,0,205120004
205130000,72,0,205130001
205130000,75,1,205130002
205140000,71,1,205140001
205140000,67,0,205140002
205140000,42,0,205140003
205144100,48,1,205140004
205144200,26,0,205140005
205140000,19,1,205140006
205144100,40,0,205144102
205144100,22,1,205144103
205144100,17,0,205144104
205144200,30,1,205144203
205150000,51,1,205150001
205150000,55,0,205150002
205150000,26,1,205150003
205150004,21,0,205150004
205150004,26,1,205155102
205160000,67,1,205160001
205160000,65,0,205160002
205163100,44,0,205160003
205163200,42,0,205160004
205163100,46,1,205160005
205163200,48,1,205160006
205163100,20,0,205163103
205170000,51,1,205170001
205170000,44,0,205170002
205170000,19,0,205170003
205190000,69,1,205190001
205190000,63,0,205190002
205193100,41,0,205190003
205193100,19,1,205190004
205193101,39,1,205193101
205193100,15,1,205193104
205200000,76,0,205200002
206010000,77,0,206010001
206010000,52,1,206010002
206010000,36,1,206010004
206010000,47,1,206010005
206010000,48,0,206010006
206010000,22,0,206010008
206010000,20,0,206010009
206010000,18,0,206010010
206010000,28,1,206010014
206010000,32,0,206010015
206020000,81,0,206020001
206021100,48,1,206020002
206020000,19,1,206020005
206021100,45,0,206021102
206021100,16,0,206021103
206030000,76,1,206030002
206030000,71,0,206030003
206030000,46,1,206030004
206030000,35,1,206030005
206030006,29,1,206030006
206030006,30,0,206030007
206050000,46,0,206050002
206050000,21,1,206050003
206064100,38,0,206060003
206060000,69,1,206060005
206064100,44,1,206064101
206070000,69,0,206070001
206080000,69,1,206080001
206080000,41,0,206080004
206090000,60,0,206090002
206094100,35,0,206090003
206094200,32,0,206090004
206090005,28,1,206090005
206094100,40,1,206094101
206094100,19,0,206094103
206094200,29,1,206094201
206100000,61,1,206100001
206100000,59,0,206100002
206100000,24,1,206100003
206100000,21,1,206100004
206113100,80,1,206110001
206113100,75,0,206110002
206110000,43,1,206110003
206114100,39,0,206110004
206113200,37,0,206110005
206110000,43,0,206110006
206113200,45,1,206113201
206114100,45,1,206114101
206120000,77,1,206120001
206120000,70,0,206120002
206124100,45,1,206120003
206120000,42,1,206120004
206124200,38,0,206120005
206124200,42,1,206120007
206124200,17,1,206120008
206124100,56,0,206124102
206130000,63,0,206130002
206134100,44,0,206130003
206134200,39,1,206130005
206130000,31,1,206130006
206130000,29,0,206130007
206134100,42,1,206134101
206134200,38,0,206134202
206140000,92,0,206140002
206140000,59,0,206140003
206140000,58,1,206140004
206140000,37,0,206140005
206140000,26,0,206140006
206150000,68,0,206150002
206153100,43,0,206150003
206154100,40,1,206150004
206150006,17,0,206150006
206150000,46,0,206150009
206150000,17,0,206150011
206153100,15,1,206153104
206154100,37,0,206154102
206160000,62,1,206160001
206160000,58,0,206160002
206160000,25,1,206160005
206170000,67,1,206170001
206170000,53,0,206170002
206170000,28,0,206170003
206170000,34,1,206170004
206180000,55,1,206180001
206180000,50,0,206180002
206180003,25,0,206180003
206180000,19,0,206180005
206180003,30,1,206185103
206190000,59,1,206190001
206190000,49,0,206190002
206190000,26,0,206190003
206190000,19,1,206190004
206200000,65,1,206200001
206200000,56,0,206200002
206200000,31,1,206200003
206200000,29,1,206200004
206200005,21,0,206200005
206200000,27,0,206200006
207010000,56,0,207010001
207014100,38,1,207010002
207014100,38,0,207014102
207030000,82,1,207030001
207030000,74,0,207030002
207030000,32,0,207030004
207030000,40,1,207030006
207041100,66,1,207040001
207040000,49,0,207040002
207040003,32,0,207040003
207041100,29,0,207040004
207040000,20,0,207040005
207040006,34,1,207040008
207040003,38,1,207045101
207060000,71,1,207060001
207060000,56,0,207060002
207060000,34,0,207060003
207064100,33,1,207060004
207064200,28,1,207060005
207060006,25,1,207060006
207064400,36,0,207060009
207064400,36,1,207060010
207060000,34,1,207063102
207064100,29,0,207064102
207064200,25,0,207064202
207070000,60,0,207070001
207073100,39,0,207070002
207074100,35,0,207070003
207074200,33,1,207070004
207070005,24,1,207070005
207070000,67,1,207070006
207073100,46,1,207073105
207074100,41,1,207074101
207074200,29,0,207074202
207080000,59,1,207080001
207080000,53,0,207080002
207083100,33,0,207080003
207080004,33,0,207080004
207080000,23,0,207080005
207080006,21,0,207080006
207083100,34,1,207083102
207080004,35,1,207085102
207090000,94,0,207090002
207090000,48,0,207090003
207090000,51,1,207090004
207090000,24,1,207090005
207090000,15,1,207090006
207100000,74,0,207100002
207100000,49,1,207100004
207100000,42,0,207100005
207100000,20,0,207100006
207100000,16,1,207100007
207110000,61,0,207110002
207110003,34,1,207110003
207110000,30,0,207110004
207120000,66,1,207120001
207123100,37,1,207120003
207120000,45,0,207120005
207120006,22,1,207120006
207120007,18,1,207120007
207120000,48,1,207120008
207123100,40,0,207123103
207130000,78,1,207130001
207130000,80,0,207130002
207130000,63,0,207130003
207140000,48,0,207140003
207140000,49,1,207140004
207140005,21,1,207140005
207140006,18,1,207140006
207140000,70,0,207140008
207150000,55,1,207150003
207150000,51,0,207150004
207150000,28,0,207150005
207150006,26,1,207150006
207150000,32,1,207150008
207160000,65,0,207160002
207160000,45,0,207160003
207160000,52,1,207160004
207160000,24,0,207160005
207160006,21,0,207160006
207160006,24,1,207165101
207170000,64,0,207170002
207170003,34,1,207170003
207170003,27,0,207175102
207180000,81,0,207180002
207184100,21,1,207180004
207180000,43,1,207180005
207180000,44,0,207180006
207180000,17,1,207180007
207184100,60,1,207181101
207190000,73,1,207190001
207190000,59,0,207190002
207190004,30,0,207190004
207191200,38,0,207191204
207191200,23,1,207191205
207190004,48,1,207195101
207200000,64,1,207200001
207200000,58,0,207200002
207200003,39,1,207200003
207204100,34,0,207200004
207204200,30,1,207200005
207200006,18,0,207200006
207204100,37,1,207204103
207204200,24,0,207204202
207200003,36,0,207205102
207210000,89,0,207210001
207210000,50,0,207210002
207210000,52,1,207210003
207210000,29,0,207210004
207210000,25,1,207210005
207210000,22,1,207210006
207210000,19,0,207210007
207220000,71,1,207220002
207220000,57,0,207220003
207220000,35,0,207220004
207220000,37,1,207220006
207230000,64,1,207230001
207230000,60,0,207230002
207230000,28,0,207230003
207240000,71,1,207240001
207240000,66,0,207240002
207250000,73,1,207250001
207250000,65,0,207250002
207250003,35,1,207250003
207250000,28,0,207250004
207250003,27,0,207250005
207263100,44,0,207260002
207260000,57,1,207260003
207260005,16,0,207260005
207263100,53,1,207263102
207263100,19,0,207263104
207263100,16,0,207263105
207270002,34,0,207270002
207270002,43,1,207275001
207280000,47,1,207280001
207280000,52,0,207280002
207280003,34,1,207280003
207284100,27,0,207280004
207280000,22,1,207280005
207280000,19,0,207280006
207284100,32,1,207284101
207280003,23,0,207285102
207290000,58,1,207290001
207290000,55,0,207290002
207290003,40,0,207290003
207290004,36,0,207290004
207293100,34,1,207290005
207290007,23,1,207290007
207290007,20,1,207290008
207290004,49,1,207290009
207293100,26,0,207293106
207290003,43,1,207295101
207300000,93,1,207300001
207300000,29,1,207300003
207300000,28,0,207300004
208010000,64,1,208010001
208010003,33,1,208010003
208014100,29,1,208010004
208010003,21,0,208010005
208010000,86,0,208010006
208010003,25,0,208015102
208020000,67,1,208020001
208020000,63,0,208020002
208024100,34,1,208020003
208020004,20,0,208020004
208024100,31,0,208024102
208020004,24,1,208025101
208030000,75,1,208030001
208030000,73,0,208030002
208040000,84,1,208040001
208040000,80,0,208040002
208040000,49,0,208040003
208060000,86,1,208060001
208060000,78,0,208060002
208064100,35,0,208060003
208064100,43,1,208064101
208070000,76,0,208070001
208073100,43,0,208070002
208073100,22,1,208070003
208080000,90,1,208080001
208100000,92,1,208100001
208100000,75,0,208100002
208110000,70,1,208110001
208110000,66,0,208110002
208114100,34,0,208110003
208114100,34,1,208114101
208120000,71,0,208120002
208120000,24,1,208120003
208120000,25,0,208120004
208130000,73,0,208130002
208130000,33,1,208130005
208150000,55,1,208150001
208150000,50,0,208150002
208154100,27,1,208150003
208150004,24,0,208150004
208160000,85,1,208160001
208160000,81,0,208160002
208170000,60,1,208170001
208170000,57,0,208170002
208174100,32,1,208170003
208170004,20,0,208170004
208174100,30,0,208174102
208180000,84,0,208180002
208183100,35,1,208180004
208190000,54,1,208190001
208190000,44,0,208190002
208190003,23,1,208190003
208190000,19,1,208190004
208190003,21,0,208195102
208200000,71,0,208200002
208201100,48,1,208200003
208204100,34,0,208200004
208204200,33,1,208200005
208200000,44,0,208200007
208201100,50,0,208201103
208201100,26,1,208201104
208201100,17,1,208201105
208204100,35,1,208204101
208204200,36,0,208204202
208220000,60,1,208220001
208220000,57,0,208220002
208220000,39,0,208220003
208224100,32,1,208220005
208220000,16,1,208220007
208220000,48,1,208220013
208230000,73,0,208230002
208230000,41,0,208230005
208230000,47,1,208230006
208240000,60,1,208240001
208240000,55,0,208240002
208240000,33,0,208240004
208244100,30,0,208240005
208244200,27,0,208240006
208243100,43,1,208243102
208244100,30,1,208244102
208244200,31,1,208244202
208260000,82,0,208260002
208270000,52,1,208270001
208270000,49,0,208270002
208270000,23,0,208270003
208270004,22,1,208270004
208270000,30,1,208274103
208280000,78,1,208280001
208280000,73,0,208280002
208284100,40,1,208280003
208284100,39,0,208284103
208290000,53,1,208290001
208290000,48,0,208290002
208290003,24,0,208290003
208290004,21,0,208290004
208300000,82,0,208300002
208300000,46,0,208300003
208300000,47,1,208300004
209010000,89,0,209010002
209010000,56,1,209010003
209010000,53,0,209010004
209010000,26,0,209010005
209010000,25,1,209010006
209010000,26,1,209010007
209010000,24,0,209010008
209020000,68,1,209020001
209020000,61,0,209020002
209040000,71,1,209040001
209040000,63,0,209040002
209040000,44,1,209040003
209050000,74,0,209050002
209080000,49,1,209080001
209080000,48,0,209080002
209080003,29,0,209080003
209080000,24,0,209080004
209080006,20,0,209080006
209080000,33,1,209080007
209080003,34,1,209085101
209090000,67,1,209090001
209090000,58,0,209090002
209090003,39,0,209090003
209094100,34,1,209090004
209090003,27,1,209090005
209094100,32,0,209094102
209090003,38,1,209095101
209100000,71,0,209100002
209100000,37,1,209100003
209100000,39,0,209100004
209100000,15,0,209100005
209110000,51,1,209110001
209110000,47,0,209110002
209110000,31,0,209110003
209110004,24,0,209110004
209110005,22,0,209110005
209110004,22,1,209115104
209110005,31,1,209115201
209120000,84,1,209120001
209120000,79,0,209120002
209120000,34,0,209120003
209124100,30,1,209120004
209120000,55,0,209123102
209130000,78,1,209130001
209130000,75,0,209130002
209131100,48,1,209130003
209131100,45,0,209130004
209131100,26,1,209130005
209130000,46,0,209130006
209130000,47,1,209130007
209130008,20,0,209130008
209130008,31,1,209135101
209140000,85,0,209140002
209040000,39,0,209140003
209140000,25,0,209140006
209140000,54,0,209140010
209150000,66,1,209150001
209150000,64,0,209150002
209153100,35,0,209150003
209150005,30,1,209150005
209154100,27,0,209150006
209153100,35,1,209153101
209154100,35,1,209154101
209160000,58,1,209160003
209160000,54,0,209160004
209160000,22,1,209160006
209160007,45,0,209160007
209160007,24,1,209160008
209160007,18,0,209160009
209160007,49,1,209165101
209170000,67,1,209170001
209170000,63,0,209170002
209170000,33,1,209170004
209170000,30,0,209170005
209180000,59,1,209180001
209180000,53,0,209180002
209184100,34,0,209180003
209184200,31,1,209180004
209184100,40,1,209184101
209190000,51,1,209190001
209190000,43,0,209190002
209190000,25,1,209190003
209190000,23,1,209190004
209200000,72,1,209200001
209200000,75,0,209200002
209204100,33,0,209200003
209204100,37,1,209204101
209210000,84,0,209210001
209230000,78,0,209230002
209240000,91,1,209240001
209240000,79,0,209240002
209240000,38,1,209240003
209241100,35,1,209240004
209240000,28,0,209240007
209241100,34,0,209241107
209250000,66,0,209250002
209250000,45,1,209250003
209250000,38,1,209250004
209250000,37,0,209250005
209264100,72,1,209260001
209260000,62,0,209260002
209264100,46,1,209264101
209270000,77,0,209270001
209270000,46,1,209270002
209270000,50,0,209270003
209270000,22,1,209270005
209270000,21,0,209270006
209280000,80,1,209280001
209280002,70,0,209280002
209280000,45,0,209280004
209280000,17,0,209280005
209280002,50,0,209285102
209280002,19,0,209285103
210010000,49,1,210010001
210010000,40,0,210010006
210010000,15,0,210010007
210010000,69,0,210010008
210020000,43,1,210020001
210020000,43,0,210020002
210060000,54,1,210060001
210060000,32,1,210060003
210060000,31,0,210060007
210080000,40,0,210080001
210090000,42,0,210090001
210090000,68,1,210090002
210090000,62,0,210090003
210090005,35,1,210090005
210090005,35,0,210095102
210110000,39,1,210110001
210120000,45,0,210120002
210120000,15,1,210120003
210144100,43,0,210140001
210140000,44,1,210140002
210140000,42,0,210140003
210144100,42,1,210144105
210164100,41,0,210160001
210164100,41,1,210164101
210174100,48,1,210170001
210170000,47,0,210170002
210173200,76,1,210170005
210173100,49,0,210170006
210173200,41,1,210170007
210173100,20,1,210170009
210173100,30,1,210173104
210173200,40,0,210173202
210174100,31,0,210174102
210174200,31,0,210174202
210174300,33,1,210174301
210190000,42,1,210190001
210190000,41,0,210190003
211020000,58,0,211020002
211024100,36,0,211020003
211020000,19,1,211020006
211024100,43,1,211024101
211030000,71,0,211030002
211030000,36,1,211030004
211040000,27,0,211040003
211040000,46,0,211040004
211050000,74,0,211050001
211050000,42,0,211050002
211050000,39,1,211050003
211050005,22,0,211050005
211060000,66,0,211060002
211060003,34,0,211060003
211060004,31,1,211060004
211060003,39,1,211065101
211060004,32,0,211065202
211080000,69,0,211080002
211081100,51,1,211080003
211081100,44,0,211080004
211081100,22,1,211080005
211081100,21,1,211080006
211090000,37,0,211090001
211090000,39,1,211090002
211100000,36,0,211100001
211100000,42,1,211100002
211114100,38,1,211110001
211110000,65,1,211110002
211110000,61,0,211110003
211114100,33,0,211114102
211124100,38,0,211120001
211120000,34,1,211120002
211124100,38,1,211120003
211120000,31,0,211120004
211130000,55,1,211130001
211130000,54,0,211130002
211134100,31,0,211130003
211130000,29,0,211130004
211134300,29,0,211130005
211130000,23,1,211130006
211134100,37,1,211134102
211134200,30,1,211134201
211134300,30,1,211134301
211140000,62,1,211140001
211140000,48,0,211140002
211140000,27,1,211140003
211140000,19,1,211140005
211150000,42,0,211150002
211154100,33,0,211150003
211150000,45,1,211150004
211150000,17,1,211150005
211154100,39,1,211154101
211160000,87,1,211160001
211160000,72,0,211160002
211163100,45,1,211160003
211160000,38,0,211160004
211164100,29,0,211160005
211163100,44,0,211163102
211160000,42,1,211163203
211164100,30,1,211164101
211170000,52,1,211170001
211170000,47,0,211170002
211170003,27,0,211170003
211170005,82,0,211170005
211170003,27,1,211175103
211170005,58,1,211175201
211170005,51,0,211175202
211170005,33,1,211175203
211170005,32,1,211175204
211170005,22,0,211175205
211180000,77,1,211180001
211180000,69,0,211180002
211183100,44,0,211180003
211183200,42,0,211180004
211180000,38,1,211180005
211183100,47,1,211183101
211183100,17,1,211183103
211183100,15,0,211183104
211183200,15,1,211183203
211200000,54,0,211200002
211204100,29,1,211200003
211200000,16,0,211200007
211204100,30,0,211204102
212040000,75,1,212040001
212050000,56,1,212050001
212050000,52,0,212050002
212064100,37,0,212060002
212060000,32,0,212060004
212064100,42,1,212060005
212064100,17,1,212060006
212060000,35,1,212060007
212070000,68,0,212070002
212073200,43,0,212070004
212074100,36,1,212070006
212070000,35,1,212070007
212070000,21,1,212070010
212073200,47,1,212073201
212074100,32,0,212074102
212100000,56,1,212100001
212100000,54,0,212100002
212100004,32,0,212100004
212100005,29,1,212100005
212100000,21,1,212100006
212100000,16,0,212100007
212100005,22,0,212105202
212110000,69,0,212110001
212110002,38,1,212110002
212110003,26,1,212110003
212110000,23,1,212110004
212110000,21,0,212110005
212110002,31,0,212114102
212130000,57,1,212130001
212130000,51,0,212130002
212130004,43,0,212130004
212130005,37,0,212130005
212130006,31,1,212130006
212130006,30,0,212130007
212130004,43,1,212135101
212130005,45,1,212135202
212130005,19,1,212135203
212130005,16,1,212135204
212140000,51,1,212140001
212140000,52,0,212140002
212140000,28,1,212140003
212140000,19,1,212140004
212150000,60,0,212150001
212154100,38,0,212150002
212150000,36,1,212150003
212154100,41,1,212150005
212154100,15,0,212150006
212150000,31,0,212150007
212170000,82,1,212170001
212170000,72,0,212170002
212173100,45,1,212170003
212170000,42,1,212170004
212170000,40,0,212170005
212170006,38,0,212170006
212170007,34,1,212170007
212170000,32,1,212170008
212170000,23,0,212170009
212173100,39,0,212173102
212173103,17,1,212173103
212170006,42,1,212175102
212170007,26,0,212175202
212183100,49,0,212180003
212183200,32,0,212180005
212183100,27,1,212180006
212183100,19,0,212180007
212183100,55,1,212183101
212183100,27,0,212183105
212183100,27,1,212183107
212183200,44,1,212183201
212183200,15,0,212183204
213020000,51,1,213020001
213020000,49,0,213020002
213020000,30,1,213020003
213020000,15,1,213020004
213030000,40,0,213030001
213030000,50,1,213030002
213030000,17,1,213030003
213030000,70,0,213030005
213080000,67,0,213080004
213080000,33,1,213080007
213080000,33,0,213080011
213091100,59,0,213090002
213091100,62,1,213090003
213091100,59,0,213090004
213090005,45,0,213090005
213091100,29,1,213090006
213091100,57,1,213090007
213090005,44,1,213091105
213091100,26,0,213091107
213100000,83,1,213100001
213103100,53,1,213100003
213103200,45,0,213100004
213103100,47,0,213100005
213103100,24,0,213100006
213103300,45,1,213100007
213103400,42,1,213100009
213103500,52,1,213100013
213103500,44,0,213100014
213103500,23,0,213100015
213100000,19,1,213100018
213100000,48,0,213100019
213103100,15,1,213103104
213103200,45,1,213103201
213103200,17,1,213103203
